Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,47.4,0.350,-49280,0,11.83,36.6,194946
1000,51.2,0.348,-34394,0,11.81,36.6,196658
1500,53.4,0.346,31275,0,11.78,36.6,198515
2000,49.4,0.345,33487,0,11.75,36.5,200266
2500,50.6,0.343,48552,0,11.74,36.6,201858
3000,48.6,0.341,28157,0,11.72,36.5,203549
3500,52.4,0.339,83703,0,11.71,36.5,205184
4000,47.8,0.337,54993,0,11.69,36.5,206873
4500,49.8,0.336,63265,0,11.67,36.5,208552
5000,44.4,0.334,-24214,0,11.66,36.5,210261
5500,48.2,0.332,-51862,0,11.65,36.5,211799
6000,49.8,0.330,-39717,0,11.64,36.6,213362
6500,50.0,0.328,-27705,0,11.64,36.6,214830
7000,50.8,0.326,1146,0,11.63,36.6,216330
7500,51.2,0.324,34344,0,11.64,36.6,217735
8000,49.2,0.322,23784,0,11.63,36.6,219341
8500,52.4,0.320,67998,0,11.63,36.6,220778
9000,52.0,0.318,111497,0,11.63,36.7,222201
9500,47.2,0.316,66432,0,11.63,36.7,223684
10000,50.8,0.313,94508,0,11.63,36.7,225021
