Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,64.8,0.105,280261,0,9.15,42.4,60409
1000,65.0,0.091,565628,0,9.29,42.6,60941
1500,62.6,0.076,804521,0,9.44,42.7,61450
2000,64.0,0.062,1063120,0,9.58,43.0,61986
2500,68.2,0.050,1399879,0,9.72,43.1,62550
3000,66.2,0.050,1702222,0,9.84,43.2,63145
3500,63.6,0.050,1960800,0,9.98,43.4,63651
4000,63.0,0.050,2206313,0,10.11,43.5,64140
4500,65.6,0.050,2503940,0,10.25,43.7,64621
5000,65.2,0.150,2793431,0,10.38,43.8,65101
5500,65.8,0.135,3093505,0,10.51,44.0,65613
6000,65.6,0.120,3384657,0,10.63,44.1,66099
6500,63.4,0.105,3638312,0,10.77,44.2,66534
7000,68.4,0.090,3981717,0,10.90,44.4,66962
7500,65.6,0.075,4269661,0,11.03,44.6,67401
8000,60.8,0.060,4477987,0,11.17,44.7,67822
8500,65.4,0.050,4765301,0,11.29,44.8,68265
9000,66.0,0.050,5073040,0,11.42,45.0,68693
9500,70.4,0.050,5458644,0,11.55,45.1,69130
10000,65.0,0.050,5735489,0,11.67,45.3,69570
