Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,51.4,0.399,32869,0,17.84,47.8,92152
1000,51.0,0.399,56808,0,17.19,46.2,96545
1500,49.6,0.398,58843,0,16.66,45.1,100632
2000,53.8,0.397,134147,0,16.17,44.0,104619
2500,52.8,0.396,183534,0,15.79,43.2,108330
3000,51.0,0.396,198197,0,15.44,42.5,111774
3500,53.8,0.395,265825,0,15.15,41.9,115055
4000,46.0,0.394,195348,0,14.85,41.3,118517
4500,48.4,0.393,181944,0,14.58,40.7,121855
5000,43.4,0.392,64489,0,14.39,40.4,124626
5500,52.4,0.391,111096,0,14.17,40.0,127716
6000,46.8,0.390,60063,0,13.98,39.6,130539
6500,48.8,0.389,51089,0,13.81,39.4,133257
7000,49.4,0.388,39894,0,13.64,39.1,136012
7500,47.6,0.387,133,0,13.46,38.8,139052
8000,49.2,0.385,-15179,0,13.32,38.5,141691
8500,49.8,0.384,-10900,0,13.21,38.3,144263
9000,50.4,0.383,2068,0,13.10,38.2,146582
9500,48.8,0.382,-23848,0,12.99,38.0,149150
10000,49.2,0.380,-29808,0,12.91,37.9,151432
