Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,79.0,0.399,541737,0,1.80,15.9,6714
1000,69.6,0.397,907693,0,2.27,20.3,11049
1500,69.6,0.395,1269027,0,2.58,22.8,14844
2000,70.4,0.393,1637524,0,2.88,24.7,17771
2500,68.6,0.390,1977791,0,3.15,26.4,20352
3000,72.6,0.387,2394471,0,3.42,27.9,22756
3500,71.6,0.383,2788321,0,3.65,29.2,24841
4000,67.0,0.379,3104839,0,3.89,30.1,26898
4500,65.6,0.375,3394830,0,4.11,30.9,28673
5000,67.2,0.371,3704277,0,4.31,31.7,30683
5500,67.0,0.367,4015946,0,4.49,32.3,32485
6000,69.8,0.362,4379773,0,4.68,32.8,34032
6500,66.2,0.357,4685304,0,4.89,33.6,35473
7000,66.0,0.351,4984250,0,5.08,34.2,36772
7500,65.4,0.346,5273837,0,5.25,34.8,38195
8000,63.8,0.340,5530309,0,5.42,35.4,39465
8500,67.2,0.334,5856443,0,5.60,35.8,40700
9000,66.6,0.327,6160383,0,5.78,36.3,41813
9500,70.0,0.321,6526375,0,5.93,36.6,42973
10000,70.0,0.313,6899003,0,6.09,37.0,43958
