Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.0,0.065,-11058,0,18.04,43.9,435348
1000,43.4,0.059,-110439,0,18.05,43.9,435863
1500,49.2,0.053,-107588,0,18.08,43.9,436367
2000,45.8,0.048,-148536,0,18.10,44.0,436911
2500,45.6,0.042,-211897,0,18.12,44.0,437411
3000,45.6,0.036,-276444,0,18.15,44.0,437850
3500,44.2,0.030,-380389,0,18.17,44.0,438244
4000,46.2,0.030,-424670,0,18.20,44.0,438695
4500,45.8,0.030,-478163,0,18.22,44.0,439189
5000,45.2,0.030,-535483,0,18.24,44.1,439607
5500,46.6,0.130,-567935,0,18.26,44.1,440052
6000,42.8,0.124,-685118,0,18.28,44.1,440546
6500,47.4,0.118,-716998,0,18.31,44.1,440960
7000,46.8,0.112,-764677,0,18.32,44.1,441497
7500,45.6,0.106,-836787,0,18.34,44.1,441967
