Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,51.2,0.112,24017,0,13.35,39.8,326201
1000,53.2,0.108,97618,0,13.37,39.8,326955
1500,47.4,0.104,66754,0,13.40,39.8,327644
2000,49.8,0.099,83327,0,13.42,39.9,328321
2500,48.8,0.095,76797,0,13.45,39.9,329004
3000,50.8,0.091,99823,0,13.48,40.0,329728
3500,48.2,0.087,82756,0,13.50,40.0,330472
4000,50.4,0.083,104944,0,13.52,40.0,331210
4500,50.8,0.079,135319,0,13.54,40.0,331937
5000,49.6,0.075,143156,0,13.56,40.1,332680
5500,50.0,0.071,168335,0,13.58,40.1,333437
6000,48.2,0.067,146197,0,13.60,40.1,334203
6500,51.0,0.062,185816,0,13.62,40.2,334868
7000,51.0,0.057,223551,0,13.65,40.2,335453
7500,51.6,0.053,272599,0,13.67,40.2,336136
8000,50.6,0.048,302915,0,13.70,40.2,336770
8500,49.2,0.044,310480,0,13.73,40.3,337456
9000,48.6,0.040,302972,0,13.75,40.3,338200
9500,53.2,0.034,375421,0,13.78,40.3,338737
10000,51.0,0.030,421742,0,13.80,40.3,339359
