Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,48.0,0.150,-17985,0,12.39,38.5,295191
1000,47.6,0.146,-43793,0,12.41,38.5,296092
1500,45.8,0.143,-102485,0,12.43,38.6,297073
2000,48.0,0.140,-120254,0,12.45,38.6,297934
2500,50.6,0.136,-94291,0,12.47,38.6,298761
3000,49.8,0.132,-80126,0,12.50,38.7,299597
3500,46.6,0.129,-127457,0,12.52,38.7,300483
4000,53.4,0.126,-57718,0,12.53,38.7,301448
4500,51.8,0.122,-13962,0,12.55,38.8,302292
5000,51.0,0.118,18375,0,12.57,38.8,303040
5500,44.2,0.115,-78729,0,12.60,38.8,303917
6000,50.2,0.112,-72603,0,12.62,38.9,304905
6500,51.4,0.108,-38823,0,12.64,38.9,305731
7000,51.6,0.105,4790,0,12.65,38.9,306642
7500,48.8,0.101,-1192,0,12.67,38.9,307484
8000,47.6,0.098,-33056,0,12.70,39.0,308273
8500,52.8,0.093,31139,0,12.73,39.0,308955
9000,48.8,0.090,21880,0,12.75,39.1,309837
9500,48.4,0.086,8447,0,12.77,39.1,310599
10000,52.2,0.082,55954,0,12.80,39.1,311316
