Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,51.2,0.121,34716,0,15.71,42.1,387380
1000,48.4,0.115,14307,0,15.74,42.1,387930
1500,48.6,0.110,15432,0,15.75,42.1,388481
2000,47.4,0.104,-15622,0,15.77,42.1,389060
2500,46.2,0.099,-62787,0,15.80,42.2,389565
3000,46.6,0.093,-107156,0,15.82,42.2,390046
3500,46.8,0.087,-146322,0,15.84,42.2,390564
4000,51.8,0.081,-97891,0,15.87,42.2,390986
4500,52.6,0.075,-32082,0,15.90,42.3,391472
5000,43.8,0.069,-124657,0,15.93,42.3,391942
5500,45.2,0.063,-186509,0,15.96,42.3,392397
6000,48.0,0.057,-204616,0,15.98,42.3,392929
6500,47.4,0.053,-222030,0,16.00,42.3,393606
7000,49.4,0.047,-212343,0,16.02,42.4,394113
7500,46.2,0.041,-254230,0,16.05,42.4,394634
8000,51.6,0.035,-200448,0,16.07,42.4,395106
8500,45.6,0.030,-248445,0,16.09,42.4,395588
9000,49.2,0.030,-244822,0,16.12,42.5,396041
9500,49.2,0.030,-223806,0,16.14,42.5,396508
10000,47.2,0.030,-249218,0,16.16,42.5,397012
