Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,44.2,0.030,-73806,0,16.19,42.5,397501
1000,48.4,0.030,-81468,0,16.21,42.5,397995
1500,44.6,0.030,-132684,0,16.23,42.6,398479
2000,47.4,0.030,-151550,0,16.26,42.6,398896
2500,50.2,0.030,-123856,0,16.28,42.6,399393
3000,47.6,0.130,-139559,0,16.31,42.6,399853
3500,49.6,0.124,-130163,0,16.33,42.7,400362
4000,43.0,0.118,-245732,0,16.35,42.7,400866
4500,48.4,0.112,-255681,0,16.37,42.7,401369
5000,47.8,0.107,-273308,0,16.40,42.7,401921
5500,44.0,0.101,-364306,0,16.42,42.7,402481
6000,50.6,0.096,-349498,0,16.44,42.8,403083
6500,46.2,0.091,-403975,0,16.46,42.8,403599
7000,49.4,0.085,-404547,0,16.48,42.8,404103
7500,46.6,0.079,-456747,0,16.50,42.8,404638
8000,45.8,0.073,-515968,0,16.52,42.8,405098
8500,46.6,0.067,-568503,0,16.54,42.8,405587
9000,45.6,0.061,-626476,0,16.57,42.9,406054
9500,46.2,0.055,-680679,0,16.59,42.9,406502
10000,48.0,0.049,-697119,0,16.61,42.9,407020
