Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,65.2,0.050,288758,0,11.80,45.4,69951
1000,67.6,0.050,620301,0,11.92,45.5,70341
1500,68.6,0.050,969594,0,12.05,45.6,70701
2000,69.0,0.050,1322298,0,12.18,45.7,71049
2500,70.0,0.050,1697925,0,12.31,45.8,71428
3000,68.8,0.050,2047790,0,12.44,45.9,71813
3500,64.8,0.050,2329730,0,12.55,46.0,72185
4000,65.6,0.050,2624912,0,12.68,46.2,72508
4500,67.4,0.050,2955539,0,12.81,46.2,72855
5000,66.4,0.050,3263596,0,12.93,46.3,73192
5500,70.2,0.050,3638044,0,13.06,46.5,73547
6000,63.4,0.050,3900049,0,13.17,46.5,73948
6500,68.2,0.050,4241187,0,13.30,46.6,74240
7000,67.0,0.050,4564637,0,13.43,46.8,74577
7500,64.0,0.050,4836424,0,13.55,46.8,74928
8000,69.0,0.050,5195949,0,13.67,46.9,75261
8500,65.2,0.050,5486014,0,13.79,47.0,75604
9000,66.0,0.050,5794178,0,13.91,47.1,75922
9500,64.8,0.050,6075909,0,14.03,47.3,76278
10000,65.8,0.050,6373586,0,14.15,47.3,76563
