Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,47.4,0.214,-30482,0,11.98,37.9,276377
1000,46.0,0.211,-95648,0,12.00,37.9,277376
1500,47.0,0.207,-132486,0,12.02,38.0,278302
2000,51.2,0.205,-104493,0,12.03,38.0,279368
2500,50.4,0.201,-81097,0,12.06,38.0,280275
3000,53.0,0.198,-16757,0,12.08,38.0,281216
3500,48.2,0.195,-34137,0,12.10,38.1,282248
4000,47.4,0.192,-61309,0,12.12,38.1,283209
4500,49.2,0.189,-51318,0,12.14,38.1,284181
5000,47.2,0.186,-89906,0,12.16,38.1,285131
5500,47.4,0.183,-123059,0,12.19,38.2,286201
6000,45.2,0.180,-192408,0,12.20,38.2,287143
6500,48.0,0.176,-219070,0,12.23,38.2,288013
7000,50.4,0.173,-203822,0,12.25,38.3,288933
7500,46.8,0.170,-250738,0,12.26,38.3,289966
8000,52.0,0.167,-203422,0,12.27,38.3,290894
8500,47.2,0.163,-236425,0,12.29,38.4,291732
9000,49.4,0.160,-240829,0,12.32,38.4,292634
9500,52.8,0.156,-188984,0,12.34,38.4,293457
10000,47.4,0.153,-216121,0,12.37,38.5,294279
