Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,46.4,0.081,-34952,0,14.79,41.3,364802
1000,49.0,0.077,-42339,0,14.80,41.3,365515
1500,48.6,0.072,-46377,0,14.83,41.3,366082
2000,55.8,0.067,65439,0,14.85,41.4,366670
2500,55.0,0.062,177780,0,14.87,41.4,367299
3000,52.2,0.057,233990,0,14.89,41.4,367920
3500,47.2,0.052,199809,0,14.91,41.4,368536
4000,49.6,0.048,203331,0,14.93,41.5,369238
4500,49.4,0.043,205749,0,14.96,41.5,369802
5000,46.2,0.037,154478,0,14.98,41.5,370336
5500,47.8,0.032,136109,0,15.01,41.5,370944
6000,50.6,0.030,176678,0,15.04,41.5,371402
6500,50.4,0.030,209815,0,15.07,41.6,371960
7000,50.6,0.030,251513,0,15.09,41.6,372536
7500,49.8,0.030,273168,0,15.12,41.6,372991
8000,47.0,0.130,245285,0,15.14,41.6,373484
8500,51.0,0.124,271327,0,15.17,41.6,373981
9000,49.0,0.118,273762,0,15.20,41.7,374477
9500,53.2,0.113,346106,0,15.22,41.7,375047
10000,51.8,0.108,399332,0,15.24,41.7,375689
