Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,44.4,0.053,-70024,0,17.12,43.3,416790
1000,46.4,0.047,-125426,0,17.14,43.3,417219
1500,47.0,0.041,-163143,0,17.17,43.3,417678
2000,47.4,0.035,-192196,0,17.19,43.3,418160
2500,49.4,0.030,-174271,0,17.21,43.3,418594
3000,47.8,0.030,-190328,0,17.24,43.4,419005
3500,47.8,0.030,-206890,0,17.26,43.4,419438
4000,47.4,0.030,-226390,0,17.29,43.4,419891
4500,50.0,0.130,-204663,0,17.31,43.4,420372
5000,50.6,0.124,-185714,0,17.33,43.4,420895
5500,51.6,0.118,-133125,0,17.36,43.4,421365
6000,49.0,0.112,-137919,0,17.38,43.5,421868
6500,47.4,0.106,-165947,0,17.40,43.5,422287
7000,46.6,0.100,-214413,0,17.43,43.5,422767
7500,47.8,0.094,-240519,0,17.45,43.5,423217
8000,47.0,0.088,-283028,0,17.48,43.5,423664
8500,48.4,0.083,-284209,0,17.50,43.5,424185
9000,49.0,0.077,-293973,0,17.52,43.5,424759
9500,47.2,0.071,-334771,0,17.54,43.6,425220
10000,45.6,0.065,-403471,0,17.56,43.6,425698
