Batalhas,WinRate_Bloco,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles
500,49.8,0.057,10749,0,14.29,40.9,352865
1000,52.4,0.053,64289,0,14.31,40.9,353614
1500,48.6,0.047,46927,0,14.34,40.9,354135
2000,52.8,0.042,117798,0,14.36,40.9,354714
2500,51.4,0.036,155954,0,14.39,40.9,355232
3000,46.4,0.031,119493,0,14.42,41.0,355785
3500,52.4,0.030,193853,0,14.45,41.0,356381
4000,52.6,0.030,263291,0,14.47,41.0,356931
4500,49.0,0.030,275383,0,14.50,41.0,357484
5000,54.0,0.030,366401,0,14.53,41.1,358068
5500,53.8,0.130,456117,0,14.56,41.1,358589
6000,50.8,0.125,482108,0,14.59,41.1,359181
6500,49.6,0.121,482787,0,14.61,41.1,359896
7000,49.6,0.116,488141,0,14.63,41.2,360524
7500,50.2,0.111,510130,0,14.65,41.2,361149
8000,48.2,0.107,495098,0,14.67,41.2,361800
8500,48.2,0.101,483524,0,14.70,41.2,362348
9000,45.8,0.096,424335,0,14.72,41.2,362925
9500,45.8,0.090,363896,0,14.75,41.3,363476
10000,43.4,0.086,254533,0,14.77,41.3,364127
