Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,61.70,617,383,1305518,0.2199,58.12,0.075144,1.003,0.0142,103.9,57546,115,0,0.44,2.86,30.1,0,513099,76
2000,63.30,633,367,1308066,0.2192,58.18,0.078538,0.546,0.0083,104.4,57760,144,0,0.41,2.88,32.4,0,514117,159
3000,65.20,652,348,1310187,0.2185,58.25,0.070908,0.579,0.0084,104.7,57957,188,0,0.42,2.87,29.9,0,514966,238
4000,61.00,610,390,1312693,0.2178,58.32,0.081216,0.449,0.0080,104.9,58177,79,0,0.42,2.79,30.8,0,515966,319
5000,63.70,637,363,1314950,0.2171,58.39,0.073317,0.609,0.0077,105.1,58418,160,0,0.42,2.91,30.7,0,516868,400
6000,65.60,656,344,1317203,0.2165,58.45,0.075082,0.394,0.0084,105.5,58621,210,0,0.42,2.97,30.0,0,517769,478
7000,65.10,651,349,1319570,0.2158,58.53,0.076161,0.489,0.0080,105.8,58872,191,0,0.42,2.92,31.0,0,518714,558
8000,63.20,632,368,1321840,0.2151,58.60,0.073518,0.516,0.0077,106.0,59123,146,0,0.41,2.89,30.8,0,519620,641
9000,64.00,640,360,1323978,0.2144,58.67,0.070863,0.460,0.0080,106.1,59336,171,0,0.42,2.91,30.1,0,520475,720
10000,64.70,647,353,1326227,0.2137,58.74,0.070926,0.334,0.0079,106.3,59567,183,0,0.42,2.88,31.7,0,521374,804
