Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,55.30,553,447,1568166,0.1347,64.65,0.063283,1.020,0.0130,114.6,83530,-53,0,0.41,2.91,30.7,0,618007,79
2000,55.50,555,445,1569961,0.1340,64.69,0.060009,0.198,0.0051,114.5,83731,-47,0,0.41,2.98,29.9,0,618724,158
3000,56.00,560,440,1571829,0.1332,64.74,0.061304,0.303,0.0052,114.5,83938,-41,0,0.41,2.83,30.4,0,619470,241
4000,54.50,545,455,1573857,0.1325,64.78,0.065483,0.420,0.0054,114.5,84162,-86,0,0.41,2.85,30.9,0,620279,323
5000,53.30,533,467,1575773,0.1318,64.82,0.062410,0.304,0.0049,114.4,84337,-110,0,0.46,2.81,30.7,0,621045,405
6000,54.70,547,453,1577505,0.1310,64.86,0.056206,0.536,0.0049,114.4,84546,-82,0,0.46,2.84,30.8,0,621739,487
7000,54.40,544,456,1579303,0.1303,64.91,0.059067,0.350,0.0049,114.3,84735,-81,0,0.41,2.91,30.4,0,622458,571
8000,58.80,588,412,1581059,0.1295,64.95,0.059824,0.321,0.0048,114.3,84951,33,0,0.42,2.91,29.3,0,623159,653
9000,57.30,573,427,1583058,0.1288,64.99,0.063733,0.275,0.0048,114.3,85164,-8,1,0.40,3.01,31.3,1,623958,736
10000,55.00,550,450,1585052,0.1281,65.03,0.063029,0.262,0.0049,114.2,85388,-65,0,0.48,2.85,31.5,0,624754,822
