Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,58.90,589,411,1606185,0.1201,65.50,0.055055,0.914,0.0136,115.3,87715,38,0,0.43,2.94,31.8,0,633199,81
2000,60.70,607,393,1607965,0.1194,65.54,0.056524,0.248,0.0049,115.2,87911,82,0,0.41,2.92,31.4,0,633909,164
3000,60.90,609,391,1609873,0.1186,65.58,0.060412,0.320,0.0046,115.2,88112,98,0,0.41,2.96,31.5,0,634670,247
4000,59.60,596,404,1611728,0.1179,65.62,0.059205,0.353,0.0047,115.1,88336,49,0,0.42,2.84,31.3,0,635412,331
5000,58.80,588,412,1613605,0.1172,65.66,0.057736,0.464,0.0049,115.0,88553,37,0,0.41,2.89,32.5,0,636163,416
6000,64.70,647,353,1615442,0.1164,65.70,0.057354,0.467,0.0045,115.1,88754,185,0,0.41,2.95,32.0,0,636897,502
7000,61.60,616,384,1617305,0.1157,65.74,0.057994,0.285,0.0044,115.1,88937,106,0,0.41,2.94,32.1,0,637642,585
8000,62.20,622,378,1619159,0.1149,65.78,0.058291,0.505,0.0046,115.1,89143,119,0,0.41,2.92,31.8,0,638383,670
9000,59.00,590,410,1620899,0.1141,65.82,0.056528,0.520,0.0045,115.1,89339,46,0,0.48,2.92,30.7,0,639077,754
10000,60.80,608,392,1622559,0.1133,65.86,0.053597,0.356,0.0044,115.1,89559,92,0,0.42,2.95,30.9,0,639742,839
