Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,62.00,620,380,1718152,0.0591,68.23,0.038067,1.079,0.0128,118.1,101842,123,0,0.41,2.90,31.5,0,677978,82
2000,63.00,630,370,1719556,0.0581,68.27,0.045040,0.296,0.0036,118.1,102054,143,0,0.41,2.93,31.1,0,678538,166
3000,63.50,635,365,1720913,0.0571,68.30,0.044106,0.567,0.0035,118.0,102234,159,0,0.42,2.98,30.7,0,679080,251
4000,63.50,635,365,1722145,0.0559,68.34,0.039961,0.342,0.0035,118.0,102432,164,0,0.42,2.96,30.8,0,679573,334
5000,62.40,624,376,1723515,0.0549,68.37,0.045255,0.263,0.0032,118.0,102610,131,0,0.42,2.92,30.2,0,680120,417
6000,66.50,665,335,1724848,0.0539,68.42,0.042162,0.289,0.0033,117.9,102853,232,0,0.42,2.96,31.4,0,680652,505
7000,64.40,644,356,1726134,0.0528,68.45,0.043149,0.405,0.0033,117.9,103019,185,0,0.42,2.97,29.8,0,681170,587
8000,62.70,627,373,1727413,0.0518,68.48,0.041973,0.155,0.0032,117.9,103230,138,0,0.42,2.92,30.4,0,681681,670
9000,64.20,642,358,1728731,0.0507,68.52,0.041873,0.389,0.0032,117.8,103410,168,0,0.42,2.89,31.4,0,682210,756
10000,63.10,631,369,1730036,0.0500,68.55,0.041840,0.394,0.0032,117.8,103592,141,0,0.42,2.93,31.2,0,682730,843
