Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,47.90,479,521,1511938,0.1573,63.25,0.065596,0.766,0.0123,112.5,77320,-249,0,0.40,2.82,31.5,0,595544,78
2000,50.40,504,496,1514038,0.1566,63.29,0.066639,0.507,0.0062,112.4,77523,-184,0,0.41,2.93,31.5,0,596383,161
3000,47.80,478,522,1516082,0.1559,63.34,0.068568,0.328,0.0058,112.3,77745,-253,0,0.42,2.81,29.8,0,597200,241
4000,48.90,489,511,1518209,0.1552,63.39,0.065424,0.444,0.0060,112.2,77965,-221,0,0.43,2.81,32.5,0,598049,326
5000,47.90,479,521,1520423,0.1545,63.43,0.070570,0.329,0.0057,112.1,78189,-251,0,0.41,2.85,31.3,0,598934,411
6000,50.40,504,496,1522512,0.1538,63.48,0.066908,0.528,0.0059,111.9,78410,-190,0,0.41,2.78,31.2,0,599769,494
7000,48.70,487,513,1524560,0.1531,63.53,0.065559,0.316,0.0060,111.8,78616,-234,0,0.40,2.87,31.2,0,600587,577
8000,46.90,469,531,1526650,0.1525,63.57,0.067112,0.481,0.0056,111.7,78812,-273,0,0.41,2.79,31.1,0,601420,661
9000,49.80,498,502,1528641,0.1518,63.62,0.062740,0.345,0.0056,111.5,79033,-200,0,0.41,2.82,31.7,0,602215,746
10000,49.40,494,506,1530642,0.1511,63.68,0.062323,0.393,0.0056,111.5,79277,-211,0,0.40,2.94,32.1,1,603015,828
