Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,44.00,440,560,1225290,0.2406,56.05,0.090365,1.223,0.0146,99.3,50936,-356,0,0.62,2.73,31.2,0,481093,115
2000,45.40,454,546,1228006,0.2399,56.12,0.091432,0.619,0.0093,99.2,51144,-324,0,0.62,2.82,29.7,0,482180,234
3000,46.00,460,540,1230950,0.2392,56.19,0.093881,0.585,0.0093,99.0,51376,-309,0,0.62,2.79,31.3,0,483356,356
4000,47.50,475,525,1233904,0.2385,56.26,0.096153,0.786,0.0091,98.9,51582,-272,0,0.62,2.76,30.7,0,484534,478
5000,43.90,439,561,1236709,0.2378,56.34,0.092669,0.767,0.0091,98.6,51830,-356,0,0.62,2.75,30.2,0,485652,599
6000,46.90,469,531,1239778,0.2372,56.41,0.097686,0.755,0.0096,98.8,52055,-287,0,0.63,2.75,31.0,0,486875,724
7000,42.90,429,571,1242795,0.2365,56.47,0.098130,0.591,0.0090,98.8,52271,-385,0,0.62,2.74,30.7,0,488079,846
8000,44.00,440,560,1245551,0.2358,56.54,0.089312,0.819,0.0091,98.7,52466,-351,0,0.63,2.82,30.8,0,489180,970
9000,46.80,468,532,1248311,0.2351,56.61,0.087974,0.719,0.0093,98.9,52675,-280,0,0.62,2.83,31.3,0,490281,1095
10000,47.90,479,521,1251156,0.2344,56.67,0.091514,0.662,0.0091,99.0,52878,-258,0,0.75,2.75,31.0,0,491416,1227
