Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,54.50,545,455,1748138,0.0500,68.90,0.050634,0.750,0.0121,119.4,105783,-75,1,0.44,2.99,32.0,1,689975,82
2000,57.50,575,425,1749604,0.0500,68.94,0.045982,0.310,0.0035,119.3,105997,5,0,0.41,2.97,31.8,0,690564,169
3000,56.50,565,435,1751107,0.0500,68.97,0.046723,0.500,0.0033,119.2,106192,-28,0,0.41,2.91,32.1,0,691167,255
4000,56.20,562,438,1752743,0.0500,69.00,0.051377,0.233,0.0032,119.1,106381,-31,0,0.41,2.92,31.8,0,691820,342
5000,55.90,559,441,1754258,0.0500,69.03,0.046846,0.391,0.0035,119.1,106575,-40,0,0.41,2.88,32.3,0,692426,431
6000,58.30,583,417,1755677,0.0500,69.06,0.046881,0.440,0.0035,119.0,106746,23,0,0.42,3.02,30.2,0,692993,516
7000,55.20,552,448,1757261,0.0500,69.09,0.049150,0.178,0.0034,118.9,106955,-59,0,0.41,2.87,32.2,0,693628,604
8000,54.30,543,457,1758924,0.0500,69.12,0.050852,0.196,0.0033,118.8,107148,-82,0,0.41,2.90,32.7,0,694294,691
9000,57.90,579,421,1760519,0.0500,69.15,0.048831,0.224,0.0034,118.7,107335,4,0,0.47,2.85,32.6,0,694930,779
10000,53.60,536,464,1762284,0.0500,69.18,0.053813,0.384,0.0034,118.5,107532,-96,0,0.41,2.94,32.8,0,695636,869
