Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,47.80,478,522,1421605,0.1849,61.20,0.080060,1.050,0.0130,108.8,68558,-254,0,0.41,2.82,31.4,0,559458,77
2000,49.20,492,508,1424039,0.1842,61.25,0.076862,0.568,0.0071,108.8,68784,-221,0,0.41,2.81,31.6,0,560427,159
3000,49.80,498,502,1426387,0.1835,61.30,0.075423,0.407,0.0068,108.8,68979,-206,0,0.41,2.87,31.1,0,561365,241
4000,51.10,511,489,1428676,0.1828,61.35,0.072361,0.450,0.0063,108.7,69217,-168,0,0.40,2.86,31.6,0,562278,323
5000,49.00,490,510,1431042,0.1821,61.41,0.073877,0.585,0.0065,108.7,69464,-223,0,0.41,2.80,31.9,0,563223,407
6000,51.60,516,484,1433384,0.1814,61.47,0.072206,0.483,0.0066,108.7,69670,-160,0,0.45,2.86,32.4,0,564158,491
7000,47.00,470,530,1435778,0.1807,61.52,0.075901,0.555,0.0066,108.6,69894,-277,0,0.41,2.81,31.5,0,565112,574
8000,48.60,486,514,1438155,0.1801,61.57,0.074226,0.589,0.0065,108.7,70107,-232,0,0.41,2.80,32.0,0,566061,658
9000,48.90,489,511,1440494,0.1794,61.63,0.073860,0.927,0.0066,108.5,70351,-226,0,0.41,2.76,31.6,0,566996,743
10000,48.90,489,511,1442600,0.1787,61.69,0.067850,0.539,0.0068,108.5,70594,-232,0,0.41,2.78,31.0,0,567839,826
