Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Cobertura_Pond,Descoberta_Turno,Churn_Politica,Delta_Q,Margem_Decisao,Estados_Maduros,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,57.50,575,425,1489496,0.1642,62.76,0.071726,0.914,0.0125,111.8,75117,-7,0,0.40,2.85,32.8,0,586573,81
2000,58.50,585,415,1491790,0.1635,62.81,0.070340,0.550,0.0059,111.9,75337,23,0,0.41,2.93,32.6,0,587490,166
3000,56.70,567,433,1493967,0.1628,62.86,0.068768,0.325,0.0061,111.9,75563,-31,0,0.41,2.86,31.6,0,588361,249
4000,60.70,607,393,1496076,0.1621,62.91,0.065999,0.339,0.0056,111.9,75761,77,0,0.45,2.86,31.9,0,589205,334
5000,56.80,568,432,1498236,0.1614,62.96,0.066626,0.361,0.0060,111.9,75981,-24,0,0.40,2.84,32.4,0,590067,419
6000,56.40,564,436,1500534,0.1607,63.01,0.068858,0.409,0.0056,111.9,76232,-38,0,0.46,2.85,33.3,0,590985,507
7000,54.50,545,455,1502888,0.1600,63.06,0.072592,0.212,0.0055,111.9,76436,-83,0,0.46,2.83,32.4,0,591926,593
8000,57.00,570,430,1505193,0.1594,63.11,0.072720,0.235,0.0058,112.0,76681,-19,0,0.41,2.87,31.7,0,592847,677
9000,54.90,549,451,1507659,0.1587,63.15,0.074646,0.366,0.0058,112.0,76904,-71,0,0.47,2.84,33.0,0,593834,765
10000,59.40,594,406,1509871,0.1580,63.20,0.068458,0.288,0.0058,112.0,77106,47,0,0.41,2.94,32.3,0,594716,852
