Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,64.50,645,355,109224,0.3670,4.45,32.00,-61,0,0.38,3.16,38.1,0,38302,87
2000,63.70,637,363,115119,0.3640,4.61,32.60,-92,0,0.38,3.13,39.7,1,40614,175
3000,67.00,670,330,120688,0.3610,4.77,33.14,11,0,0.45,3.13,39.0,0,42798,262
4000,65.40,654,346,126070,0.3580,4.93,33.70,-24,1,0.46,3.20,40.7,1,44908,352
5000,62.70,627,373,131351,0.3550,5.08,34.19,-107,0,0.38,3.21,38.8,0,46980,440
6000,67.00,670,330,136418,0.3520,5.22,34.57,18,0,0.38,3.29,39.9,0,48971,527
7000,67.80,678,322,141042,0.3490,5.36,34.97,39,0,0.38,3.27,39.0,1,50786,630
8000,67.70,677,323,145423,0.3460,5.51,35.42,41,0,0.38,3.26,40.0,1,52504,736
9000,65.80,658,342,149750,0.3430,5.67,35.72,-9,0,0.38,3.24,41.8,2,54202,866
10000,66.10,661,339,153888,0.3400,5.81,36.06,14,0,0.40,3.25,39.0,0,55825,1021
