Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,64.10,641,359,19981,0.3970,2.17,18.14,-99,0,0.38,2.90,37.7,1,6946,83
2000,61.00,610,390,34258,0.3940,2.53,21.62,-200,0,0.38,2.86,37.5,0,11912,165
3000,63.40,634,366,46130,0.3910,2.80,23.90,-115,0,0.38,3.00,36.6,0,16046,248
4000,63.70,637,363,56443,0.3880,3.08,25.90,-98,0,0.38,2.99,39.0,1,19637,333
5000,62.30,623,377,65744,0.3850,3.35,27.25,-134,0,0.38,3.04,40.2,2,22876,430
6000,60.80,608,392,74711,0.3820,3.57,28.33,-168,0,0.38,3.00,40.9,1,25999,519
7000,65.30,653,347,82654,0.3790,3.75,29.27,-55,0,0.39,3.02,37.9,0,28768,611
8000,68.60,686,314,89754,0.3760,3.94,30.11,50,0,0.39,3.15,38.5,1,31242,738
9000,67.40,674,326,96390,0.3730,4.10,30.87,23,0,0.39,3.17,36.4,0,33555,818
10000,63.90,639,361,102959,0.3700,4.29,31.40,-83,0,0.38,3.06,40.9,3,35844,944
