Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,59.40,594,406,216467,0.3070,5.59,35.80,-193,0,0.36,3.12,33.1,0,80059,76
2000,58.50,585,415,220461,0.3040,5.67,36.02,-236,0,0.34,3.06,33.4,0,81626,150
3000,59.70,597,403,223995,0.3010,5.76,36.25,-170,0,0.33,3.13,34.8,1,83013,228
4000,62.40,624,376,227400,0.2980,5.84,36.44,-102,0,0.34,3.12,32.3,0,84349,302
5000,61.90,619,381,230825,0.2950,5.92,36.61,-129,0,0.47,3.05,33.8,0,85693,375
6000,62.90,629,371,234316,0.2920,6.01,36.83,-94,1,0.33,3.12,36.4,2,87063,458
7000,57.50,575,425,237674,0.2890,6.08,37.02,-223,0,0.34,3.16,33.4,0,88380,533
8000,59.70,597,403,241049,0.2860,6.17,37.23,-179,0,0.34,3.08,35.2,1,89705,625
9000,62.10,621,379,244379,0.2830,6.25,37.41,-107,0,0.34,3.15,35.0,2,91012,724
10000,63.50,635,365,247471,0.2800,6.34,37.59,-70,0,0.33,3.17,36.2,3,92225,799
