Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,50.60,506,494,18337,0.3970,2.09,15.91,-510,0,0.46,2.63,33.0,2,6360,92
2000,47.20,472,528,32595,0.3940,2.34,18.89,-617,0,0.37,2.60,32.6,1,11314,168
3000,49.50,495,505,45055,0.3910,2.54,20.91,-544,0,0.34,2.59,32.3,1,15645,239
4000,46.60,466,534,56543,0.3880,2.76,22.46,-601,0,0.33,2.65,36.1,4,19641,316
5000,44.60,446,554,66892,0.3850,2.95,23.78,-674,0,0.33,2.54,35.3,3,23242,398
6000,49.30,493,507,76692,0.3820,3.08,24.86,-531,0,0.34,2.66,33.1,0,26651,474
7000,50.90,509,491,85708,0.3790,3.21,25.79,-487,0,0.35,2.68,33.7,1,29790,555
8000,49.60,496,504,94021,0.3760,3.35,26.65,-514,0,0.34,2.73,33.9,1,32686,638
9000,48.50,485,515,101579,0.3730,3.48,27.45,-543,0,0.34,2.69,32.6,1,35318,724
10000,51.30,513,487,108962,0.3700,3.60,28.15,-453,0,0.33,2.80,34.1,1,37889,831
