Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,70.20,702,298,295250,0.2116,17.99,49.83,111,0,0.18,3.02,36.5,0,112166,61
2000,63.80,638,362,296014,0.2096,18.08,49.86,-49,0,0.19,2.98,35.0,1,112466,119
3000,66.20,662,338,296821,0.2076,18.17,49.90,24,0,0.19,3.02,35.5,0,112784,179
4000,68.40,684,316,297622,0.2056,18.26,49.92,68,0,0.18,2.96,35.6,1,113097,240
5000,68.10,681,319,298455,0.2036,18.34,49.95,56,0,0.18,2.94,35.7,0,113425,301
6000,69.40,694,306,299309,0.2016,18.43,49.98,91,0,0.22,3.04,35.3,0,113760,361
7000,68.80,688,312,300060,0.1996,18.51,50.03,95,0,0.18,3.05,34.2,0,114056,420
8000,65.30,653,347,300826,0.1976,18.59,50.05,-3,0,0.18,3.03,34.4,1,114357,478
9000,66.90,669,331,301647,0.1955,18.68,50.10,30,0,0.18,2.96,33.9,0,114680,536
10000,66.90,669,331,302357,0.1935,18.77,50.14,38,0,0.19,2.97,33.7,0,114957,597
