Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,72.10,721,279,373761,0.0500,28.55,53.71,197,0,0.18,3.08,39.0,3,143041,64
2000,71.70,717,283,374130,0.0500,28.63,53.72,185,0,0.18,3.10,36.4,1,143184,126
3000,70.60,706,294,374451,0.0500,28.72,53.75,141,0,0.20,3.04,38.3,3,143310,191
4000,75.00,750,250,374844,0.0500,28.79,53.76,273,0,0.19,3.13,32.6,0,143465,249
5000,72.80,728,272,375225,0.0500,28.87,53.78,222,0,0.18,3.12,36.3,1,143614,312
6000,71.50,715,285,375616,0.0500,28.95,53.80,174,0,0.19,3.05,35.4,1,143768,373
7000,71.90,719,281,376015,0.0500,29.03,53.82,196,0,0.18,3.12,37.2,1,143925,438
8000,70.00,700,300,376412,0.0500,29.12,53.84,141,0,0.18,3.03,39.6,3,144082,504
9000,72.80,728,272,376794,0.0500,29.20,53.86,222,0,0.18,3.15,36.6,2,144231,567
10000,71.40,714,286,377237,0.0500,29.28,53.88,175,0,0.18,3.01,37.5,2,144405,632
