Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,68.00,680,320,181313,0.3589,9.41,43.79,42,0,0.18,2.87,33.6,0,67392,58
2000,68.30,683,317,183265,0.3579,9.53,43.88,80,0,0.18,2.96,34.1,1,68156,115
3000,65.60,656,344,185027,0.3567,9.64,43.99,6,0,0.18,2.94,32.5,0,68848,171
4000,68.00,680,320,186666,0.3555,9.77,44.10,80,0,0.18,2.90,33.6,0,69491,228
5000,68.30,683,317,188425,0.3544,9.88,44.24,64,0,0.18,2.88,34.0,0,70182,286
6000,65.20,652,348,190196,0.3532,10.00,44.37,-13,0,0.22,2.90,33.1,0,70876,342
7000,66.30,663,337,191870,0.3520,10.11,44.48,11,1,0.18,2.89,33.7,1,71534,401
8000,67.20,672,328,193518,0.3508,10.23,44.58,38,0,0.18,2.92,33.5,0,72184,457
9000,67.80,678,322,195243,0.3497,10.33,44.64,58,0,0.18,2.92,33.3,0,72863,515
10000,66.80,668,332,196961,0.3485,10.44,44.72,27,0,0.24,2.97,34.0,0,73535,573
