Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,70.60,706,294,391305,0.0500,31.55,54.52,143,0,0.18,3.07,36.4,0,149944,61
2000,69.00,690,310,391690,0.0500,31.63,54.54,118,0,0.19,3.11,36.6,1,150096,123
3000,68.60,686,314,392104,0.0500,31.72,54.56,99,0,0.18,3.11,42.7,6,150258,192
4000,70.40,704,296,392479,0.0500,31.79,54.58,172,0,0.20,3.18,36.8,2,150406,255
5000,70.30,703,297,392862,0.0500,31.87,54.60,150,0,0.18,3.05,36.4,2,150555,318
6000,71.10,711,289,393232,0.0500,31.96,54.62,190,1,0.18,3.18,39.0,3,150700,383
7000,68.60,686,314,393661,0.0500,32.03,54.64,101,1,0.18,3.06,36.0,1,150868,446
8000,71.60,716,284,394046,0.0500,32.11,54.65,183,0,0.18,3.08,36.9,1,151020,510
9000,68.90,689,311,394497,0.0500,32.18,54.66,122,0,0.18,3.04,36.0,1,151197,575
10000,70.90,709,291,394853,0.0500,32.25,54.68,161,0,0.18,3.05,36.2,1,151339,639
