Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,55.80,558,442,134191,0.3790,6.81,40.91,-260,0,0.18,2.75,34.3,0,48888,58
2000,58.60,586,414,137054,0.3780,6.96,41.08,-185,0,0.17,2.79,33.7,0,50011,115
3000,59.90,599,401,139795,0.3770,7.11,41.26,-153,0,0.18,2.81,34.4,1,51086,173
4000,56.10,561,439,142545,0.3760,7.24,41.41,-270,0,0.18,2.79,32.3,0,52166,228
5000,60.00,600,400,145204,0.3750,7.38,41.55,-171,0,0.18,2.75,33.1,0,53211,284
6000,57.50,575,425,147870,0.3740,7.51,41.70,-243,0,0.21,2.80,33.2,0,54257,340
7000,59.00,590,410,150438,0.3730,7.64,41.82,-190,0,0.18,2.74,32.8,0,55266,395
8000,58.60,586,414,152944,0.3720,7.77,41.98,-192,0,0.18,2.81,33.7,0,56250,454
9000,59.30,593,407,155289,0.3710,7.91,42.12,-167,0,0.18,2.88,32.9,0,57171,510
10000,61.40,614,386,157645,0.3700,8.04,42.28,-115,0,0.18,2.81,33.4,0,58093,567
