Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,71.70,717,283,359840,0.0500,26.13,52.89,180,0,0.18,3.08,39.3,2,137564,65
2000,68.10,681,319,360414,0.0500,26.21,52.92,80,0,0.19,3.02,36.9,1,137791,127
3000,70.70,707,293,360953,0.0500,26.28,52.94,155,0,0.18,3.09,34.8,0,138003,185
4000,70.60,706,294,361480,0.0500,26.36,52.97,145,0,0.18,3.07,37.0,0,138211,248
5000,70.00,700,300,361937,0.0500,26.44,53.00,144,0,0.21,3.03,35.1,1,138390,309
6000,71.80,718,282,362471,0.0500,26.52,53.04,193,0,0.18,3.13,37.5,1,138599,374
7000,70.00,700,300,362981,0.0500,26.61,53.06,139,0,0.21,3.02,41.2,3,138800,443
8000,68.40,684,316,363469,0.0500,26.69,53.09,92,0,0.18,3.00,36.3,1,138991,505
9000,67.80,678,322,363959,0.0500,26.76,53.13,78,0,0.18,3.07,35.9,0,139184,567
10000,69.30,693,307,364490,0.0500,26.84,53.16,126,0,0.18,3.03,36.9,1,139393,631
