Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,61.10,611,389,228949,0.3203,12.63,46.44,-129,0,0.18,2.89,34.3,1,86106,58
2000,64.60,646,354,230447,0.3190,12.72,46.51,-17,0,0.18,2.98,34.9,0,86696,117
3000,65.10,651,349,231969,0.3177,12.81,46.57,-31,0,0.19,2.95,34.3,0,87295,175
4000,63.20,632,368,233363,0.3162,12.90,46.66,-75,0,0.18,3.00,33.9,0,87842,233
5000,64.20,642,358,234722,0.3147,13.00,46.74,-50,0,0.18,2.93,35.9,1,88376,292
6000,63.60,636,364,236099,0.3133,13.10,46.82,-47,0,0.18,2.93,36.1,1,88918,353
7000,63.10,631,369,237429,0.3118,13.20,46.88,-72,0,0.18,2.94,34.0,0,89441,411
8000,65.60,656,344,238635,0.3101,13.30,46.97,-1,0,0.18,2.99,33.9,0,89915,470
9000,63.10,631,369,239797,0.3084,13.40,47.06,-78,0,0.18,2.91,34.4,0,90372,529
10000,64.40,644,356,241092,0.3068,13.49,47.13,-21,0,0.18,2.92,34.4,0,90880,587
