Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,73.90,739,261,422725,0.0500,38.10,55.94,260,0,0.34,3.14,33.6,0,162303,106
2000,73.40,734,266,422975,0.0500,38.18,55.96,229,1,0.33,3.19,34.7,1,162404,227
3000,70.40,704,296,423265,0.0500,38.25,55.97,148,0,0.34,3.04,36.5,1,162515,360
4000,71.60,716,284,423492,0.0500,38.33,55.99,191,1,0.41,3.13,39.3,2,162605,522
5000,73.40,734,266,423785,0.0500,38.41,56.00,241,0,0.31,3.10,38.1,1,162720,642
6000,74.00,740,260,424059,0.0500,38.48,56.00,256,0,0.32,3.12,35.0,0,162829,755
7000,72.90,729,271,424368,0.0500,38.55,56.02,221,0,0.32,3.06,37.4,1,162949,877
8000,71.80,718,282,424650,0.0500,38.62,56.04,170,0,0.34,3.05,37.2,2,163060,1008
9000,72.50,725,275,424968,0.0500,38.70,56.05,207,0,0.34,3.06,38.6,2,163186,1144
10000,73.00,730,270,425278,0.0500,38.76,56.06,233,0,0.33,3.12,35.3,1,163305,1263
