Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,66.90,669,331,331800,0.1111,22.12,51.56,41,0,0.18,3.01,34.9,0,126536,60
2000,67.60,676,324,332486,0.1091,22.20,51.59,64,0,0.18,3.04,37.1,2,126806,121
3000,69.10,691,309,333140,0.1071,22.28,51.63,111,0,0.18,3.12,36.4,0,127064,182
4000,67.80,678,322,333867,0.1051,22.36,51.67,71,0,0.20,3.03,36.5,2,127350,243
5000,70.20,702,298,334562,0.1031,22.43,51.69,144,0,0.19,3.08,34.2,0,127624,303
6000,68.70,687,313,335168,0.1011,22.51,51.72,100,0,0.18,3.10,36.5,0,127861,364
7000,69.80,698,302,335879,0.0991,22.59,51.75,126,0,0.18,3.07,34.4,0,128140,424
8000,69.90,699,301,336430,0.0971,22.68,51.78,133,0,0.18,3.08,37.2,0,128357,487
9000,70.40,704,296,337108,0.0950,22.75,51.81,155,0,0.18,3.15,34.8,0,128624,547
10000,67.70,677,323,337768,0.0930,22.82,51.83,67,0,0.18,3.05,34.8,0,128884,607
