Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,69.70,697,303,412279,0.0500,36.02,55.52,131,0,0.26,3.06,34.5,0,158192,82
2000,68.30,683,317,412638,0.0500,36.08,55.55,103,0,0.27,3.13,34.6,0,158333,167
3000,68.20,682,318,413013,0.0500,36.15,55.56,79,0,0.26,3.11,36.0,0,158481,256
4000,68.50,685,315,413353,0.0500,36.22,55.57,86,0,0.30,3.05,34.7,0,158616,342
5000,69.50,695,305,413722,0.0500,36.29,55.59,118,0,0.26,3.06,37.5,1,158763,432
6000,69.30,693,307,414085,0.0500,36.36,55.61,115,0,0.26,3.07,35.5,1,158905,521
7000,71.00,710,290,414391,0.0500,36.43,55.63,162,0,0.27,3.08,38.1,1,159025,612
8000,68.20,682,318,414764,0.0500,36.51,55.63,84,0,0.26,2.99,38.3,1,159171,707
9000,69.90,699,301,415119,0.0500,36.59,55.65,132,0,0.26,3.07,37.2,0,159310,800
10000,66.70,667,333,415508,0.0500,36.65,55.66,51,0,0.27,3.05,35.0,0,159463,898
