Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,69.50,695,305,349684,0.0508,24.49,52.43,129,0,0.19,3.04,36.7,1,133571,61
2000,72.10,721,279,350128,0.0500,24.59,52.46,187,0,0.18,3.09,37.9,3,133744,124
3000,68.00,680,320,350616,0.0500,24.67,52.49,85,0,0.18,3.10,34.1,0,133935,183
4000,68.50,685,315,351159,0.0500,24.76,52.50,87,0,0.18,2.97,37.0,1,134149,246
5000,69.70,697,303,351671,0.0500,24.84,52.53,135,0,0.20,3.06,37.4,1,134351,308
6000,69.90,699,301,352243,0.0500,24.91,52.56,135,0,0.19,3.09,33.7,0,134575,367
7000,69.80,698,302,352801,0.0500,24.99,52.58,130,1,0.18,3.09,36.7,1,134794,430
8000,69.70,697,303,353374,0.0500,25.08,52.60,144,1,0.18,3.13,36.3,2,135019,491
9000,71.20,712,288,353907,0.0500,25.16,52.63,178,0,0.18,3.06,37.5,2,135230,554
10000,70.70,707,293,354482,0.0500,25.24,52.66,161,1,0.18,3.03,37.3,2,135458,618
