Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,71.60,716,284,415888,0.0500,36.72,55.68,185,1,0.27,3.11,38.3,2,159613,97
2000,70.30,703,297,416323,0.0500,36.78,55.70,139,0,0.28,3.09,36.2,0,159785,188
3000,72.00,720,280,416677,0.0500,36.85,55.71,209,0,0.28,3.19,35.7,0,159925,283
4000,71.50,715,285,417064,0.0500,36.91,55.72,185,0,0.27,3.16,37.7,3,160078,384
5000,74.80,748,252,417391,0.0500,36.98,55.73,280,0,0.30,3.24,36.3,0,160205,495
6000,70.60,706,294,417706,0.0500,37.05,55.73,158,0,0.29,3.10,35.6,0,160329,602
7000,72.20,722,278,418060,0.0500,37.13,55.75,197,0,0.28,3.09,39.1,2,160468,702
8000,70.70,707,293,418426,0.0500,37.20,55.76,158,0,0.33,3.10,38.6,3,160612,802
9000,70.20,702,298,418796,0.0500,37.27,55.76,157,0,0.28,3.12,37.0,2,160757,897
10000,70.30,703,297,419092,0.0500,37.34,55.78,149,0,0.27,3.06,37.0,1,160875,993
