Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,52.70,527,473,417120,0.0947,10.83,45.63,-211,0,0.34,2.97,41.4,1,158229,93
2000,48.50,485,515,419160,0.0917,10.89,45.72,-649,0,0.32,2.87,42.6,4,159031,188
3000,45.90,459,541,421369,0.0887,10.95,45.79,-956,0,0.32,2.87,42.8,1,159899,284
4000,50.50,505,495,423348,0.0856,11.01,45.87,-447,0,0.32,2.88,41.8,2,160677,379
5000,47.40,474,526,425238,0.0825,11.08,45.98,-800,0,0.32,2.74,42.4,1,161420,471
6000,48.80,488,512,427218,0.0794,11.14,46.05,-620,0,0.32,2.87,44.9,4,162198,574
7000,49.20,492,508,429158,0.0763,11.21,46.12,-590,0,0.33,2.86,42.4,1,162960,670
8000,52.20,522,478,430763,0.0726,11.28,46.21,-235,0,0.32,2.83,45.4,6,163591,796
9000,49.70,497,503,432714,0.0695,11.35,46.27,-525,0,0.33,2.85,45.6,5,164357,940
10000,49.90,499,501,434557,0.0663,11.41,46.34,-522,0,0.33,2.86,40.6,1,165081,1027
