Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,48.20,482,518,436012,0.0621,11.48,46.41,-690,0,0.35,2.84,41.0,3,165653,93
2000,48.00,480,520,437454,0.0580,11.55,46.47,-705,2,0.37,2.79,43.2,5,166219,189
3000,52.00,520,480,438931,0.0539,11.62,46.54,-302,0,0.33,2.81,39.5,0,166798,280
4000,51.00,510,490,440422,0.0500,11.68,46.60,-390,0,0.33,2.78,39.8,2,167384,371
5000,53.90,539,461,441904,0.0500,11.76,46.66,-70,0,0.32,2.92,44.3,4,167966,471
6000,48.30,483,517,443576,0.0500,11.82,46.71,-675,0,0.32,2.77,42.7,5,168622,565
7000,54.00,540,460,445212,0.0500,11.89,46.76,-84,0,0.33,2.78,41.7,1,169265,667
8000,51.30,513,487,446513,0.0500,11.95,46.82,-367,0,0.33,2.87,40.1,2,169775,768
9000,54.40,544,456,447921,0.0500,12.02,46.87,-6,0,0.33,2.98,40.0,3,170328,879
10000,52.60,526,474,449262,0.0500,12.08,46.93,-237,0,0.33,2.79,39.6,1,170855,968
