Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,55.80,558,442,529275,0.0500,15.82,49.60,120,0,0.33,2.89,39.6,0,202288,90
2000,56.30,563,437,530234,0.0500,15.88,49.63,190,0,0.33,2.94,40.1,1,202665,182
3000,57.50,575,425,531171,0.0500,15.93,49.66,310,0,0.33,2.85,39.8,1,203032,274
4000,59.80,598,402,532114,0.0500,15.99,49.69,574,0,0.42,2.97,41.6,3,203403,368
5000,59.60,596,404,532994,0.0500,16.05,49.73,545,0,0.33,2.93,40.6,1,203749,462
6000,58.00,580,420,533962,0.0500,16.11,49.76,383,0,0.32,2.88,42.1,4,204129,555
7000,57.60,576,424,534854,0.0500,16.17,49.79,336,0,0.33,2.96,40.5,2,204479,656
8000,53.80,538,462,535823,0.0500,16.23,49.82,-66,0,0.33,2.85,42.2,4,204860,755
9000,57.90,579,421,536670,0.0500,16.29,49.85,361,0,0.33,2.93,39.8,2,205192,859
10000,56.50,565,435,537622,0.0500,16.34,49.87,201,0,0.34,2.90,37.7,1,205566,989
