Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,44.90,449,551,465272,0.0500,12.84,47.65,-1054,0,0.32,2.85,43.5,2,177143,98
2000,45.60,456,544,466757,0.0500,12.89,47.70,-976,0,0.33,2.87,39.6,1,177726,189
3000,49.10,491,509,468312,0.0500,12.96,47.75,-597,0,0.33,2.86,43.9,3,178337,287
4000,47.80,478,522,469642,0.0500,13.02,47.80,-757,0,0.33,2.81,41.0,1,178860,379
5000,48.00,480,520,471051,0.0500,13.09,47.85,-712,1,0.47,2.83,44.0,3,179413,480
6000,48.20,482,518,472425,0.0500,13.16,47.91,-694,0,0.32,2.89,44.7,3,179953,578
7000,47.20,472,528,473760,0.0500,13.22,47.97,-833,0,0.49,2.76,43.9,2,180477,683
8000,48.60,486,514,475220,0.0500,13.28,48.01,-661,0,0.33,2.90,40.7,1,181051,786
9000,49.00,490,510,476703,0.0500,13.34,48.05,-632,1,0.33,2.79,42.1,1,181634,913
10000,52.30,523,477,478097,0.0500,13.40,48.10,-259,1,0.33,2.87,42.4,2,182181,1070
