Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,51.50,515,485,538605,0.0500,16.40,49.91,-330,0,0.32,2.85,40.7,2,205952,94
2000,51.10,511,489,539677,0.0500,16.45,49.94,-372,0,0.33,2.90,41.8,3,206373,189
3000,52.00,520,480,540852,0.0500,16.50,49.98,-281,0,0.32,2.93,42.2,2,206834,284
4000,51.40,514,486,541938,0.0500,16.57,50.02,-354,0,0.32,2.87,45.9,2,207261,384
5000,50.60,506,494,542966,0.0500,16.62,50.07,-440,0,0.43,2.82,42.4,2,207665,480
6000,51.40,514,486,544025,0.0500,16.68,50.11,-349,0,0.32,2.90,42.9,2,208081,582
7000,47.60,476,524,545197,0.0500,16.74,50.15,-744,0,0.33,2.79,46.8,6,208541,684
8000,50.10,501,499,546255,0.0500,16.80,50.18,-488,0,0.33,2.83,43.5,3,208957,791
9000,51.10,511,489,547300,0.0500,16.86,50.22,-377,0,0.32,2.87,44.3,3,209367,913
10000,49.20,492,508,548431,0.0500,16.92,50.26,-594,0,0.33,2.85,45.4,3,209811,1055
