Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,48.00,480,520,127635,0.3670,3.66,31.15,-730,0,0.33,2.59,34.3,0,44640,81
2000,49.40,494,506,134584,0.3640,3.77,31.51,-580,0,0.33,2.65,34.7,0,47364,160
3000,47.60,476,524,140970,0.3610,3.89,31.86,-794,0,0.33,2.62,35.0,0,49867,240
4000,46.50,465,535,147285,0.3580,3.99,32.12,-907,0,0.33,2.61,34.6,0,52343,322
5000,49.40,494,506,153485,0.3550,4.11,32.47,-593,0,0.32,2.65,36.8,0,54774,408
6000,48.80,488,512,159205,0.3520,4.23,32.78,-646,0,0.32,2.70,36.6,1,57017,489
7000,44.50,445,555,164921,0.3490,4.34,33.12,-1101,0,0.32,2.65,38.2,3,59258,574
8000,46.30,463,537,170121,0.3460,4.46,33.45,-926,0,0.33,2.71,36.2,1,61297,673
9000,48.30,483,517,175369,0.3430,4.57,33.76,-706,0,0.32,2.61,37.7,2,63355,772
10000,49.70,497,503,180511,0.3400,4.67,34.12,-557,0,0.33,2.60,36.2,0,65371,851
