Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,43.00,430,570,302721,0.2470,7.31,40.58,-1277,0,0.34,2.73,41.1,2,113322,92
2000,40.90,409,591,305864,0.2440,7.38,40.72,-1522,0,0.36,2.72,38.6,1,114556,178
3000,42.30,423,577,309017,0.2410,7.45,40.85,-1368,0,0.33,2.72,38.1,0,115794,264
4000,40.80,408,592,312272,0.2380,7.51,40.97,-1532,0,0.33,2.72,38.6,0,117072,351
5000,42.30,423,577,315183,0.2350,7.59,41.11,-1360,0,0.33,2.73,39.6,0,118214,442
6000,42.30,423,577,318345,0.2320,7.66,41.23,-1351,1,0.33,2.70,39.8,2,119456,531
7000,42.30,423,577,321211,0.2290,7.73,41.37,-1358,0,0.33,2.74,39.9,2,120581,627
8000,48.10,481,519,324158,0.2260,7.80,41.50,-749,0,0.32,2.70,40.5,1,121738,719
9000,42.80,428,572,327038,0.2230,7.88,41.65,-1294,0,0.32,2.67,42.0,4,122868,833
10000,44.20,442,558,329999,0.2200,7.95,41.73,-1144,0,0.33,2.79,42.1,1,124031,969
