Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,43.50,435,565,185857,0.3370,4.77,34.39,-1238,0,0.34,2.62,36.9,0,67468,86
2000,43.80,438,562,191216,0.3340,4.85,34.62,-1186,0,0.36,2.68,36.1,1,69571,175
3000,45.40,454,546,196454,0.3310,4.94,34.91,-1026,0,0.33,2.67,36.4,1,71626,256
4000,44.30,443,557,201424,0.3280,5.05,35.16,-1137,0,0.35,2.58,41.3,4,73576,359
5000,44.90,449,551,206096,0.3250,5.13,35.40,-1081,0,0.35,2.63,35.0,0,75409,449
6000,44.60,446,554,210632,0.3220,5.23,35.66,-1106,0,0.72,2.69,37.7,1,77188,578
7000,46.20,462,538,215132,0.3190,5.31,35.90,-933,0,0.51,2.73,36.3,1,78954,709
8000,46.60,466,534,219731,0.3160,5.40,36.13,-880,0,0.47,2.70,38.4,1,80758,837
9000,47.70,477,523,223907,0.3130,5.49,36.34,-781,0,0.97,2.73,35.9,0,82396,965
10000,46.10,461,539,227835,0.3100,5.58,36.60,-942,0,0.46,2.67,36.4,2,83938,1110
