Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,47.90,479,521,377906,0.1570,9.51,44.10,-733,0,0.32,2.76,42.1,3,142832,94
2000,45.10,451,549,379948,0.1540,9.57,44.20,-1043,0,0.33,2.73,39.0,1,143633,182
3000,49.60,496,504,381926,0.1509,9.64,44.28,-561,0,0.33,2.89,39.2,0,144409,271
4000,45.40,454,546,384026,0.1479,9.71,44.40,-1016,0,0.33,2.73,38.6,0,145233,359
5000,45.50,455,545,385859,0.1447,9.78,44.49,-1012,0,0.33,2.77,40.1,1,145953,452
6000,46.90,469,531,387812,0.1416,9.84,44.59,-843,0,0.33,2.85,38.3,0,146720,541
7000,46.60,466,534,389722,0.1385,9.91,44.67,-877,0,0.34,2.76,39.6,1,147470,641
8000,49.60,496,504,391619,0.1353,9.99,44.76,-543,0,0.33,2.81,41.4,2,148215,742
9000,48.20,482,518,393634,0.1323,10.05,44.82,-699,0,0.34,2.85,40.5,2,149006,855
10000,49.60,496,504,395578,0.1292,10.12,44.88,-560,0,0.33,2.85,40.2,0,149769,992
