Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,48.10,481,519,450760,0.0500,12.16,47.00,-661,1,0.32,2.96,48.0,10,171443,105
2000,49.80,498,502,452281,0.0500,12.23,47.06,-508,1,0.32,2.91,44.8,4,172040,203
3000,48.50,485,515,453635,0.0500,12.30,47.13,-663,0,0.33,2.86,42.6,3,172572,297
4000,45.90,459,541,455127,0.0500,12.37,47.20,-930,0,0.33,2.87,41.2,2,173158,390
5000,48.40,484,516,456572,0.0500,12.43,47.25,-686,0,0.33,2.88,42.2,2,173725,488
6000,47.90,479,521,457955,0.0500,12.50,47.31,-712,0,0.32,2.87,42.8,5,174269,581
7000,50.70,507,493,459274,0.0500,12.57,47.38,-417,0,0.33,3.01,41.5,1,174787,675
8000,48.30,483,517,460780,0.0500,12.63,47.46,-684,0,0.33,2.90,42.7,3,175378,802
9000,51.30,513,487,462188,0.0500,12.70,47.53,-349,0,0.33,2.93,45.2,3,175931,936
10000,52.50,525,475,463608,0.0500,12.78,47.58,-207,0,0.33,2.93,46.9,5,176489,1115
