Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,52.20,522,478,479727,0.0500,13.47,48.15,-247,1,0.32,2.87,47.5,6,182822,104
2000,51.30,513,487,481189,0.0500,13.53,48.19,-362,0,0.33,2.88,43.5,2,183397,200
3000,51.70,517,483,482787,0.0500,13.59,48.22,-296,0,0.33,2.86,45.7,5,184025,301
4000,50.90,509,491,484215,0.0500,13.64,48.26,-419,0,0.33,2.89,39.8,0,184586,393
5000,50.00,500,500,485799,0.0500,13.70,48.29,-501,0,0.33,2.85,42.8,3,185208,486
6000,50.40,504,496,487322,0.0500,13.76,48.34,-445,0,0.32,2.83,46.3,4,185806,593
7000,51.70,517,483,488879,0.0500,13.82,48.37,-308,1,0.32,2.87,43.8,3,186418,691
8000,52.20,522,478,490489,0.0500,13.88,48.41,-262,1,0.33,2.84,45.5,3,187051,797
9000,50.90,509,491,491851,0.0500,13.94,48.47,-410,0,0.92,2.81,43.2,3,187586,916
10000,48.20,482,518,493462,0.0500,14.00,48.51,-703,0,0.33,2.77,44.4,3,188219,1071
