Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,47.00,470,530,232104,0.3070,5.66,36.84,-849,0,0.33,2.58,38.1,2,85613,86
2000,46.70,467,533,235922,0.3040,5.75,37.08,-883,0,0.33,2.70,37.0,1,87110,168
3000,44.30,443,557,239964,0.3010,5.84,37.27,-1116,0,0.33,2.68,38.9,3,88695,256
4000,44.80,448,552,243580,0.2980,5.93,37.49,-1110,1,0.45,2.59,36.6,1,90113,340
5000,47.30,473,527,247280,0.2950,6.01,37.68,-810,0,0.33,2.71,37.4,1,91570,422
6000,45.70,457,543,250945,0.2920,6.10,37.90,-969,0,0.32,2.66,38.8,3,93007,512
7000,45.20,452,548,254208,0.2890,6.19,38.07,-1039,1,0.32,2.66,38.4,1,94287,597
8000,45.20,452,548,257624,0.2860,6.28,38.27,-1055,0,0.33,2.58,38.0,1,95626,683
9000,45.00,450,550,260910,0.2830,6.37,38.41,-1056,0,0.33,2.62,37.9,2,96915,795
10000,46.60,466,534,264183,0.2800,6.46,38.63,-881,1,0.33,2.70,39.9,3,98199,926
