Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,46.60,466,534,356565,0.1870,8.79,43.06,-872,0,0.33,2.86,38.6,1,134457,89
2000,45.10,451,549,358922,0.1840,8.87,43.15,-1027,1,0.32,2.73,45.2,6,135381,188
3000,47.00,470,530,361171,0.1810,8.94,43.25,-853,0,0.33,2.80,37.6,0,136264,273
4000,45.50,455,545,363381,0.1780,9.01,43.39,-997,0,0.33,2.76,39.5,1,137132,366
5000,44.60,446,554,365510,0.1750,9.08,43.50,-1095,0,0.32,2.73,41.8,1,137967,456
6000,47.00,470,530,367597,0.1720,9.15,43.59,-840,0,0.33,2.76,38.6,1,138786,549
7000,46.30,463,537,369724,0.1690,9.22,43.69,-920,0,0.53,2.79,39.2,0,139620,639
8000,47.50,475,525,371798,0.1660,9.29,43.80,-794,0,0.33,2.75,38.6,0,140435,729
9000,45.00,450,550,373887,0.1630,9.36,43.89,-1074,0,0.33,2.71,38.7,0,141254,826
10000,46.00,460,540,375875,0.1600,9.43,43.98,-942,0,0.33,2.80,39.6,2,142034,932
