Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,48.20,482,518,397682,0.1262,10.18,44.94,-715,0,0.32,2.81,41.6,2,150595,93
2000,49.20,492,508,399615,0.1231,10.25,45.04,-610,0,0.33,2.74,41.0,0,151355,184
3000,51.20,512,488,401670,0.1201,10.32,45.10,-374,0,0.33,2.81,41.9,1,152161,278
4000,50.10,501,499,403810,0.1171,10.38,45.14,-505,0,0.33,2.84,39.6,1,153002,372
5000,50.10,501,499,405708,0.1139,10.44,45.20,-492,0,0.33,2.80,39.1,1,153747,459
6000,49.30,493,507,407558,0.1107,10.50,45.28,-590,0,0.33,2.85,39.7,0,154473,555
7000,48.70,487,513,409449,0.1075,10.58,45.36,-630,0,0.32,2.84,43.4,3,155216,651
8000,51.50,515,485,411231,0.1042,10.65,45.41,-343,0,0.33,2.85,42.4,2,155916,748
9000,50.70,507,493,413191,0.1011,10.71,45.48,-421,0,0.33,2.90,40.4,2,156685,852
10000,52.70,527,473,414935,0.0977,10.77,45.56,-218,0,0.33,2.87,40.1,1,157370,969
