Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,55.30,553,447,518049,0.0500,15.28,49.31,94,0,0.33,2.94,40.5,3,197878,90
2000,54.30,543,457,519129,0.0500,15.34,49.34,-30,0,0.32,2.85,42.5,3,198302,185
3000,55.50,555,445,520252,0.0500,15.40,49.38,97,0,0.41,2.94,41.5,3,198743,280
4000,56.00,560,440,521443,0.0500,15.45,49.40,140,0,0.45,2.93,38.5,1,199211,368
5000,55.20,552,448,522712,0.0500,15.50,49.43,58,0,0.32,2.88,42.1,1,199710,466
6000,54.50,545,455,523869,0.0500,15.55,49.46,-9,0,0.33,2.88,39.6,1,200164,555
7000,57.20,572,428,524866,0.0500,15.61,49.48,302,0,0.33,2.95,38.9,1,200556,652
8000,56.30,563,437,525996,0.0500,15.66,49.52,173,0,0.33,2.84,41.1,1,201000,757
9000,55.30,553,447,527106,0.0500,15.72,49.54,88,0,0.33,2.94,39.8,3,201436,865
10000,54.60,546,454,528216,0.0500,15.77,49.58,-4,0,0.33,2.98,38.7,0,201872,996
