Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,50.50,505,495,494713,0.0500,14.06,48.55,-447,0,0.33,2.82,45.0,3,188710,101
2000,51.70,517,483,496068,0.0500,14.12,48.60,-326,0,0.32,2.84,42.3,2,189242,194
3000,51.10,511,489,497463,0.0500,14.18,48.65,-372,0,0.33,2.87,41.0,1,189790,288
4000,56.10,561,439,498836,0.0500,14.24,48.69,178,0,0.32,2.88,46.7,5,190330,391
5000,56.00,560,440,500078,0.0500,14.30,48.73,154,0,0.32,2.85,43.2,2,190818,491
6000,53.10,531,469,501412,0.0500,14.36,48.75,-137,0,0.32,2.95,44.0,5,191342,586
7000,54.10,541,459,502642,0.0500,14.43,48.78,-45,0,0.32,2.88,45.3,5,191825,696
8000,49.70,497,503,504061,0.0500,14.49,48.83,-520,0,0.32,2.82,45.9,5,192383,811
9000,52.70,527,473,505195,0.0500,14.55,48.88,-201,0,0.33,2.89,42.8,4,192829,935
10000,52.40,524,476,506389,0.0500,14.62,48.93,-251,0,0.34,2.80,42.4,0,193298,1101
