Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,28.10,281,719,20926,0.3970,2.04,17.84,-2956,0,0.42,2.64,36.3,2,7253,104
2000,32.60,326,674,36974,0.3940,2.29,21.00,-2445,0,0.32,2.58,35.8,1,12820,179
3000,31.00,310,690,50193,0.3910,2.49,23.45,-2615,0,0.32,2.63,33.9,0,17412,254
4000,29.80,298,702,62512,0.3880,2.70,25.15,-2746,1,0.32,2.55,36.9,2,21689,339
5000,33.10,331,669,74040,0.3850,2.87,26.54,-2379,0,0.32,2.55,37.1,1,25691,419
6000,33.70,337,663,84973,0.3820,3.02,27.62,-2301,0,0.32,2.64,37.9,1,29487,506
7000,32.90,329,671,94414,0.3790,3.16,28.67,-2400,0,0.32,2.59,35.2,0,32764,586
8000,33.80,338,662,103176,0.3760,3.31,29.59,-2274,0,0.32,2.61,36.4,2,35808,676
9000,35.20,352,648,111730,0.3730,3.44,30.37,-2130,0,0.32,2.62,36.7,1,38778,771
10000,34.60,346,654,120095,0.3700,3.56,30.94,-2201,0,0.33,2.62,36.6,0,41684,877
