Batalhas,WinRate_Bloco,Epsilon,Reward
500,42.4,0.2976986083291582,-432740.0
1000,43.0,0.22152127568549412,-835030.0
1500,47.599999999999994,0.1642706951979133,-1099660.0
2000,47.599999999999994,0.12346686150291984,-1375230.0
2500,47.8,0.09213085141318708,-1648730.0
3000,50.8,0.06847213653957505,-1824830.0
3500,45.800000000000004,0.050909214205980276,-2139610.0
4000,49.8,0.05,-2339530.0
4500,49.2,0.05,-2560270.0
5000,50.4,0.05,-2752590.0
5500,49.6,0.05,-2976810.0
6000,50.0,0.05,-3173450.0
6500,49.2,0.05,-3396010.0
7000,50.4,0.05,-3580610.0
7500,47.199999999999996,0.05,-3867780.0
8000,46.400000000000006,0.05,-4172040.0
8500,47.8,0.05,-4451140.0
9000,48.8,0.05,-4685600.0
9500,41.8,0.05,-5134360.0
10000,48.0,0.05,-5399880.0
