Batalhas,WinRate_Bloco,Epsilon,Reward
500,45.0,0.29759145504737117,-343980.0
1000,47.8,0.22005083129999206,-599570.0
1500,48.8,0.16421156779993623,-844270.0
2000,47.8,0.12350884779295998,-1102690.0
2500,43.0,0.09216586813964919,-1511610.0
3000,47.599999999999994,0.06796322989383825,-1785860.0
3500,50.6,0.05,-1952090.0
4000,48.6,0.05,-2186370.0
4500,50.8,0.05,-2363220.0
5000,46.800000000000004,0.05,-2656390.0
5500,46.800000000000004,0.05,-2943560.0
6000,51.0,0.05,-3109390.0
6500,48.0,0.05,-3372370.0
7000,51.6,0.05,-3523540.0
7500,50.8,0.05,-3696540.0
8000,49.4,0.05,-3909360.0
8500,49.4,0.05,-4117950.0
9000,46.400000000000006,0.05,-4417920.0
9500,45.0,0.05,-4764960.0
10000,46.0,0.05,-5080100.0
