Batalhas,WinRate_Bloco,Epsilon,Reward
500,43.4,0.2958881562067028,-404960.0
1000,46.2,0.2171000779696651,-725000.0
1500,48.0,0.16249309991179128,-1000260.0
2000,51.0,0.12141963759165446,-1165160.0
2500,49.8,0.09071381941423745,-1367600.0
3000,47.599999999999994,0.06764996084774103,-1640480.0
3500,43.6,0.05067860793973974,-2018770.0
4000,51.0,0.05,-2189970.0
4500,45.6,0.05,-2517690.0
5000,51.800000000000004,0.05,-2670540.0
5500,47.199999999999996,0.05,-2955370.0
6000,49.0,0.05,-3168370.0
6500,48.6,0.05,-3399170.0
7000,48.0,0.05,-3653330.0
7500,53.2,0.05,-3762650.0
8000,49.8,0.05,-3963070.0
8500,46.6,0.05,-4256170.0
9000,49.6,0.05,-4470610.0
9500,50.0,0.05,-4669150.0
10000,52.400000000000006,0.05,-4790320.0
