Batalhas,WinRate_Bloco,Epsilon,Reward
500,45.6,0.2973951075253677,-346250.0
1000,43.2,0.22087978817757584,-762290.0
1500,47.599999999999994,0.1641294817184031,-1033050.0
2000,50.6,0.11901772423182069,-1229600.0
2500,51.4,0.08951351113656798,-1392310.0
3000,48.8,0.06620569987493734,-1624070.0
3500,48.4,0.05,-1869370.0
4000,49.8,0.05,-2078210.0
4500,49.8,0.05,-2271040.0
5000,47.4,0.05,-2563560.0
5500,50.2,0.05,-2764500.0
6000,47.199999999999996,0.05,-3043450.0
6500,53.0,0.05,-3153030.0
7000,50.2,0.05,-3352020.0
7500,49.4,0.05,-3567150.0
8000,48.0,0.05,-3821630.0
8500,47.8,0.05,-4070870.0
9000,47.4,0.05,-4335260.0
9500,49.0,0.05,-4562450.0
10000,49.0,0.05,-4788300.0
