Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,66.70,667,333,316625,0.0644,25.91,52.58,45,0,0.39,2.96,36.5,2,121053,65
2000,68.00,680,320,317172,0.0623,26.01,52.60,99,0,0.38,3.13,38.1,2,121268,133
3000,68.40,684,316,317713,0.0603,26.10,52.62,295,0,0.39,3.04,36.5,1,121480,200
4000,68.00,680,320,318237,0.0583,26.19,52.65,82,0,0.37,3.02,38.4,3,121686,270
5000,66.50,665,335,318791,0.0563,26.28,52.68,52,0,0.38,3.01,38.4,4,121904,339
6000,66.20,662,338,319437,0.0543,26.38,52.69,17,1,0.37,2.91,41.8,4,122158,413
7000,65.10,651,349,320019,0.0523,26.46,52.72,-9,0,0.39,2.96,35.7,2,122386,480
8000,66.60,666,334,320617,0.0503,26.53,52.74,42,0,0.39,3.00,33.3,0,122619,543
9000,66.70,667,333,321218,0.0500,26.61,52.76,72,0,0.38,3.06,38.4,3,122855,612
10000,67.00,670,330,321691,0.0500,26.71,52.80,56,0,0.38,3.04,37.8,1,123043,681
