Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,61.50,615,385,223214,0.3032,14.57,47.19,-116,0,0.40,2.87,32.6,0,84340,60
2000,64.20,642,358,224303,0.3013,14.67,47.26,-31,0,0.39,2.96,33.0,0,84769,120
3000,63.40,634,366,225512,0.2997,14.78,47.34,-88,0,0.40,2.83,35.7,0,85244,184
4000,62.50,625,375,226518,0.2977,14.89,47.43,-87,0,0.41,2.89,35.0,0,85637,247
5000,62.50,625,375,227620,0.2959,14.99,47.49,-81,0,0.38,2.96,34.4,1,86069,310
6000,61.10,611,389,228697,0.2940,15.10,47.55,-115,0,0.39,2.91,34.2,0,86494,374
7000,64.10,641,359,229881,0.2923,15.20,47.63,-46,0,0.38,2.94,35.4,1,86960,438
8000,63.60,636,364,230863,0.2903,15.31,47.73,-63,0,0.38,2.91,35.3,1,87346,502
9000,59.90,599,401,232030,0.2886,15.42,47.79,-137,0,0.42,2.89,37.1,2,87803,570
10000,61.90,619,381,233110,0.2867,15.51,47.85,-100,0,0.39,2.93,33.6,0,88229,633
