Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,65.10,651,349,181587,0.3470,11.31,44.48,-18,0,0.40,2.91,33.5,0,67991,65
2000,63.50,635,365,183134,0.3457,11.43,44.59,-68,0,0.40,2.89,33.8,0,68597,127
3000,63.60,636,364,184871,0.3446,11.54,44.71,-65,0,0.41,2.89,34.7,1,69279,190
4000,60.70,607,393,186370,0.3432,11.67,44.85,-165,0,0.39,2.79,34.9,0,69869,253
5000,64.30,643,357,187871,0.3419,11.79,44.96,-37,0,0.39,2.94,34.2,1,70458,317
6000,66.40,664,336,189349,0.3405,11.91,45.07,21,0,0.38,2.99,35.4,0,71038,380
7000,63.50,635,365,190817,0.3391,12.04,45.17,-69,0,0.38,2.84,36.0,1,71613,446
8000,64.90,649,351,192303,0.3378,12.15,45.28,-26,0,0.39,2.88,33.3,0,72197,507
9000,62.70,627,373,193723,0.3364,12.25,45.35,-81,0,0.40,2.95,32.1,0,72753,567
10000,65.00,650,350,195111,0.3349,12.37,45.45,-20,0,0.39,2.92,33.6,0,73300,630
