Batalhas,WinRate_Bloco,Vitorias,Derrotas,Estados_Q,Epsilon,Visitas_Est,Confianca,Reward,Ghost_Battles,Latencia_ms,Margem_Media,Duracao_Media,Auto_Ties,Tamanho_KB,Tempo_s
1000,59.70,597,403,143804,0.3690,8.72,41.19,-173,0,0.39,2.81,35.9,2,53148,65
2000,59.80,598,402,145998,0.3680,8.86,41.45,-175,0,0.41,2.79,33.2,0,54009,129
3000,57.80,578,422,148209,0.3670,9.00,41.66,-235,0,0.40,2.75,34.2,0,54875,191
4000,59.80,598,402,150467,0.3660,9.13,41.86,-168,0,0.41,2.82,33.8,0,55762,253
5000,61.80,618,382,152600,0.3650,9.26,42.10,-113,0,0.39,2.84,34.1,1,56601,316
6000,59.70,597,403,154722,0.3640,9.39,42.31,-177,0,0.40,2.75,33.9,0,57434,378
7000,59.50,595,405,156703,0.3630,9.52,42.47,-176,0,0.39,2.80,33.1,0,58213,439
8000,63.80,638,362,158708,0.3620,9.65,42.61,-62,0,0.43,2.83,33.5,0,59001,502
9000,64.20,642,358,160613,0.3609,9.78,42.78,-54,0,0.45,2.87,33.3,0,59751,564
10000,60.90,609,391,162513,0.3599,9.92,42.93,-144,0,0.39,2.82,35.3,1,60497,629
